Cote ,Titre ,Auteur,Lieu ,Edition ,Annee ,Nb pages,Matiere,Inventaire
"""03:92/04 ج4",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,320,المعجم البيوغرافي,2696
"""03:92/04 ج4 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,320,المعجم البيوغرافي,28
"""03:92/05 ج5",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,تراجم مصنفي الكتب العربية,,320,المعجم البيوغرافي,2697
"""03:92/05 ج5 مكرر",معجم المؤلفين: تراجم مضيفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,320,المعجم البيوغرافي,29
"""03:92/06 ج6",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,295,المعجم البيوغرافي,2698
"""03:92/06 ج6 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,295,المعجم البيوغرافي,30
"""03:92/07 ج7",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,320,المعجم البيوغرافي,2699
"""03:92/07 ج7 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربية,,320,المعجم البيوغرافي,31
"""03:92/08 ج8",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,320,المعجم البيوغرافي,2700
"""03:92/08 ج8 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,320,المعجم البيوغرافي,32
"""03:92/09 ج9",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,320,المعجم البيوغرافي,2701
"""03:92/09 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,320,المعجم البيوغرافي,33
"""03:92/10 ج10",معجم المؤلفين : تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياءالتراث العربي,,320,المعجم البيوغرافي,2702
"""03:92/10 ج10 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دارإحياءالثرات العربي,,320,المعجم البيوغرافي,34
"""03:92/11 ج11",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,320,المعجم البيوغرافي,2703
"""03:92/11 ج11 مكرر",معجم المؤلفين: تراجيم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,320,المعجم البيوغرافي,35
"""03:92/12 ج12",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,320,المعجم البيوغرافي,2704
"""03:92/12 ج12 مكرر",معجم المؤلفين:تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,310,المعجم البيوغرافي,36
"""03:92/13 ج13",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,421,المعجم البيوغرافي,2705
"""03:92/13 ج13 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دارإحياء التراث العربي,,421,المعجم بيوغرافي,37
"""03:92/14 ج14 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,326,المعجم البيوغرافي,38
"""03:92/15 ج15",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء الثرات العربي,,332,المعجم البيوغرافي,2707
"""03:92/15 ج15 مكرر",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,دار إحياء التراث العربي,,332,المعجم البيوغرافي,39
"""03:92/29 ج1",أعلام النساء في عالمي العرب والإسلام,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,,484,المعجم البيوغرافي,17331
"""03:92/30 ج2",أعلام النساء في عالمي العرب والإسلام,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,,375,المعجم البيوغرافي,17332
"""03:92/31 ج3",أعلام النساء في عالمي العرب والاسلام,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,,373,المعجم البيوغرافي,17333
"""03:92/32 ج4",أعلام النساء في عالمي العرب والإسلام,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,,ذ9,المعجم البيوغرافي,17334
"""03:92/33",أعلام النساء في عالمي العرب والإسلام,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,,337,المعجم البيوغرافي,17335
"""03:93/01 ج1",معجم قبائل العرب القديمة والحديثة (أ - ذ),"كحالة, عمر رضا",بيروت,دار العلم للملايين,1968.0,408,المعجم التاريخي,4189
"""03:93/02 ج2",معجم قبائل العرب القديمة والحديثة (ر - ع),"كحالة, عمر رضا",بيروت,دار العلم للملايين,1968.0,463,المعجم التاريخي,4190
"""03:93/03 ج3",معجم قبائل العرب القديمة والحديثة (غ - ي),"كحالة, عمر رضا",بيروت,دار العلم للملايين,1968.0,416,المعجم التاريخي,4191
"""030:92/14 ج14",معجم المؤلفين: تراجم مصنفي الكتب العربية,"كحالة, عمر رضا",بيروت,"مكتبة المثنى, دار إحياء التراث العربي",,326,المعجم البيوغرافي,2706
"""1:297/08",الفلسفة الإسلامية وملحقاتها,"كحالة, عمر رضا",دمشق,مطبعة الحجاز,1974.0,285,فلسفة إسلامية,9491
"""297.055.2/18",المرأة في عالمي العرب والإسلام. الجزء الأول,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,1981.0,264,المرأة في الإسلام,18723
"""396/09",المرأة في عالمي العرب والإسلام. الجزء الثاني,"كحالة, عمر رضا",بيروت,مؤسسة الرسالة,1979.0,391,المرأة,18724
"""93:297/97",مقدمات ومباحث في حضارة العرب والاسلام,"كحالة, عمر رضا",دمشق,مطبعة الحجاز,1974.0,271,تاريخ الاسلام,4646
"""297.624/02",الحرب النفسية ضد الإسلام في عهد الرسول (ص) في مكة,"كحيل, عبد الوهاب",بيروت,عالم الكتب,1986.0,332,السيرة النبوية : حياته السياسية,18720
"""910_927/02",تاريخ الأدب الجغرافي العربي,"كراتشكوفسكي, أغناطيوس يوليا نوفتش",بيروت,دار الغرب الإسلامي,1987.0,1108,الجغرافية كعلم,23218
"""82-31/68",الرواية التاريخية في الأدب العربي الحديث ودراسات أخرى,"كراتشوفسكي, أكناتي",الرباط,دار الكلام,1989.0,83,الرواية التاريخية,19931
"""960/02 ج1",افريقيا,"كربخال, لمارمول",,,1984.0,542,تاريخ افريقيا,19986
"""960/02 ج1 مكرر",افريقيا,"كربخال, لمارمول",الرباط,مكتبة المعارف,1984.0,542,تاريخ افريقيا,13279
"""960/02 ج2",افريقيا,"كربخال, لمارمول",الرباض,دار نشر المعرفة,1989.0,400,تاريخ افريقيا,19987
"""960/02 ج3",افريقيا,"كربخال, لمارمول",الرباط,دار نشر المعرفة,1989.0,416,تاريخ افريقيا,19988
"""621.36/01",الديناميك الحراري (الترموديناميك),"كربوجيان, آرام",حلب,كديرية الكتب والمطبوعات الجامعية,1990.0,333,الديناميك الحراري,26335
"""634.1/05",إنتاج الفاكهة متساقطة الأوراق,"كردوش, محمد عبسي",حلب,,1991.0,600,زراعة الفواكه,26045
"""621.31/02 ج1",محطات القوى الكهربائية. الجزء الأول,"كردي, فؤاد شكري",سوريا,جامعة حلب,1989.0,352,الطاقة الكهربائية,26204
"""577.1/01",الكيمياء الحيوية (الجزء العملي),"كرزة, أحمد",حلب,مديرية الكتب والمطبوعات الجامعية,1983.0,237,الكيمياء الحيوية,24775
"""577.1/16 ج1",الكيمياء الحيوية,"كرزة, أحمد",حلب,مديرية الكتب والمطبوعات الجامعية,1983.0,443,الكيمياء,24729
"""577.1/16 ج2",الكيمياء الحيوية,"كرزة, أحمد",حلب,مديرية الكتب والمطبوعات الجامعية,1983.0,433,الكيمياء الحيوية,24730
"""577.1/08 ج1",الكيمياء الحيوية الطبية,"كرزة, أحمد محمد خير",حلب,مديرية الكتب والمطبوعات الجامعية,1990.0,569,الكيمياء الحيوية,24727
"""577.1/08 ج2",الكيمياء الحيوية الطبية,"كرزة, احمد محمد خير",حلب,مديرية الكتب والمطبوعات الجامعية,1990.0,583,الكيمياء الحيوية,24815
"""19/16",تاريخ الفلسفة الحديثة,كرم يوسف,القاهرة,دار المعارف,1979.0,478,تاريخ الفلسفة,7901
